userid,version,sum_gamerounds,retention_1,retention_7
111191,gate_30,1,False,False
111192,gate_30,79,False,False
111193,gate_30,14,True,True
111194,gate_30,83,True,False
111195,gate_30,1,True,True
111196,gate_30,43,True,False
111197,gate_30,64,False,False
111198,gate_30,34,False,False
111199,gate_30,0,True,True
111200,gate_30,18,False,False
111201,gate_30,21,False,False
111202,gate_30,56,False,False
111203,gate_30,6,True,False
111204,gate_30,169,True,False
111205,gate_30,31,True,False
111206,gate_30,2,False,False
111207,gate_30,41,True,False
111208,gate_30,69,True,False
111209,gate_30,24,True,False
111210,gate_30,44,False,False
111211,gate_30,10,False,False
111212,gate_30,261,False,False
111213,gate_30,7,True,False
111214,gate_30,25,True,False
111215,gate_30,160,True,True
111216,gate_30,32,False,False
111217,gate_30,10,False,False
111218,gate_30,168,True,False
111219,gate_30,132,True,True
111220,gate_30,3,False,False
111221,gate_30,14,False,False
111222,gate_30,120,False,False
111223,gate_30,67,True,True
111224,gate_30,78,True,True
111225,gate_30,21,False,False
111226,gate_30,9,False,False
111227,gate_30,82,True,False
111228,gate_30,7,False,False
111229,gate_30,6,True,False
111230,gate_30,44,False,False
111231,gate_30,137,True,True
111232,gate_30,1,False,False
111233,gate_30,63,False,False
111234,gate_30,31,True,False
111235,gate_30,81,False,False
111236,gate_30,37,True,False
111237,gate_30,7,False,False
111238,gate_30,96,False,False
111239,gate_30,48,False,False
111240,gate_30,11,False,False
111241,gate_30,263,False,False
111242,gate_30,40,True,False
111243,gate_30,73,False,False
111244,gate_30,91,False,False
111245,gate_30,11,False,False
111246,gate_30,95,False,False
111247,gate_30,52,True,False
111248,gate_30,0,True,False
111249,gate_30,23,True,False
111250,gate_30,14,False,False
111251,gate_30,84,True,False
111252,gate_30,99,False,False
111253,gate_30,34,True,False
111254,gate_30,21,True,True
111255,gate_30,15,True,False
111256,gate_30,44,False,False
111257,gate_30,76,True,True
111258,gate_30,63,True,False
111259,gate_30,6,True,False
111260,gate_30,108,True,False
111261,gate_30,68,True,False
111262,gate_30,18,True,False
111263,gate_30,123,True,True
111264,gate_30,75,False,False
111265,gate_30,8,True,False
111266,gate_30,40,False,False
111267,gate_30,10,False,False
111268,gate_30,44,False,False
111269,gate_30,23,False,False
111270,gate_30,157,False,False
111271,gate_30,45,True,False
111272,gate_30,34,True,False
111273,gate_30,44,False,False
111274,gate_30,139,True,False
111275,gate_30,21,False,False
111276,gate_30,73,False,False
111277,gate_30,48,False,False
111278,gate_30,5,False,False
111279,gate_30,137,False,False
111280,gate_30,4,False,False
111281,gate_30,34,True,False
111282,gate_30,1,False,False
111283,gate_30,1,False,False
111284,gate_30,27,True,False
111285,gate_30,31,True,True
111286,gate_30,3,True,False
111287,gate_30,44,True,False
111288,gate_30,3,True,True
111289,gate_30,15,False,False
111290,gate_30,140,False,False
111291,gate_30,25,False,False
111292,gate_30,20,True,False
111293,gate_30,171,False,False
111294,gate_30,15,False,False
111295,gate_30,86,False,False
111296,gate_30,74,False,False
111297,gate_30,51,False,False
111298,gate_30,46,False,False
111299,gate_30,12,False,False
111300,gate_30,30,True,False
111301,gate_30,42,True,False
111302,gate_30,6,False,False
111303,gate_30,42,True,False
111304,gate_30,75,False,False
111305,gate_30,26,False,False
111306,gate_30,32,True,True
111307,gate_30,57,False,False
111308,gate_30,101,True,True
111309,gate_30,0,False,False
111310,gate_30,17,True,False
111311,gate_30,19,True,False
111312,gate_30,147,False,False
111313,gate_30,55,False,False
111314,gate_30,65,True,False
111315,gate_30,45,True,True
111316,gate_30,65,False,False
111317,gate_30,58,True,False
111318,gate_30,57,False,False
111319,gate_30,13,True,False
111320,gate_30,4,True,False
111321,gate_30,74,True,False
111322,gate_30,74,True,True
111323,gate_30,2,False,False
111324,gate_30,13,False,False
111325,gate_30,15,True,True
111326,gate_30,81,False,False
111327,gate_30,71,False,False
111328,gate_30,66,True,False
111329,gate_30,31,True,True
111330,gate_30,126,False,False
111331,gate_30,213,True,True
111332,gate_30,117,False,False
111333,gate_30,15,True,False
111334,gate_30,105,True,False
111335,gate_30,6,False,False
111336,gate_30,0,False,False
111337,gate_30,40,False,False
111338,gate_30,118,True,False
111339,gate_30,101,False,False
111340,gate_30,45,False,False
111341,gate_30,62,False,False
111342,gate_30,212,False,False
111343,gate_30,67,True,True
111344,gate_30,12,False,False
111345,gate_30,6,True,False
111346,gate_30,5,False,False
111347,gate_30,21,True,False
111348,gate_30,1,False,False
111349,gate_30,21,True,True
111350,gate_30,17,True,True
111351,gate_30,34,False,False
111352,gate_30,31,False,False
111353,gate_30,78,True,True
111354,gate_30,45,False,False
111355,gate_30,145,False,False
111356,gate_30,88,True,True
111357,gate_30,65,False,False
111358,gate_30,18,True,False
111359,gate_30,33,False,False
111360,gate_30,92,True,False
111361,gate_30,5,False,False
111362,gate_30,2,True,False
111363,gate_30,159,False,False
111364,gate_30,44,True,True
111365,gate_30,25,False,False
111366,gate_30,110,False,False
111367,gate_30,23,True,True
111368,gate_30,58,False,False
111369,gate_30,22,True,True
111370,gate_30,21,True,True
111371,gate_30,8,False,False
111372,gate_30,43,True,False
111373,gate_30,31,True,False
111374,gate_30,9,False,False
111375,gate_30,59,False,False
111376,gate_30,12,False,False
111377,gate_30,36,True,False
111378,gate_30,16,False,False
111379,gate_30,234,True,False
111380,gate_30,1,True,True
111381,gate_30,11,False,False
111382,gate_30,0,False,False
111383,gate_30,36,True,False
111384,gate_30,163,True,True
111385,gate_30,24,False,False
111386,gate_30,101,True,True
111387,gate_30,70,False,False
111388,gate_30,0,False,False
111389,gate_30,29,True,True
111390,gate_30,66,True,False
111391,gate_30,67,True,True
111392,gate_30,10,False,False
111393,gate_30,104,True,True
111394,gate_30,54,True,True
111395,gate_30,103,True,False
111396,gate_30,3,False,False
111397,gate_30,38,False,False
111398,gate_30,139,False,False
111399,gate_30,79,False,False
111400,gate_30,33,False,False
111401,gate_30,50,False,False
111402,gate_30,103,False,False
111403,gate_30,111,False,False
111404,gate_30,114,False,False
111405,gate_30,30,True,True
111406,gate_30,24,False,False
111407,gate_30,2,False,False
111408,gate_30,55,False,False
111409,gate_30,43,True,True
111410,gate_30,116,True,False
111411,gate_30,27,False,False
111412,gate_30,24,False,False
111413,gate_30,35,False,False
111414,gate_30,46,False,False
111415,gate_30,109,True,False
111416,gate_30,85,True,True
111417,gate_30,133,True,False
111418,gate_30,3,False,False
111419,gate_30,80,True,True
111420,gate_30,2,True,False
111421,gate_30,29,False,False
111422,gate_30,14,True,False
111423,gate_30,23,True,False
111424,gate_30,7,False,False
111425,gate_30,47,False,False
111426,gate_30,9,False,False
111427,gate_30,56,False,False
111428,gate_30,1,False,False
111429,gate_30,40,True,False
111430,gate_30,120,False,False
111431,gate_30,128,False,False
111432,gate_30,17,True,True
111433,gate_30,9,True,False
111434,gate_30,11,False,False
111435,gate_30,147,True,True
111436,gate_30,14,False,False
111437,gate_30,80,False,False
111438,gate_30,12,True,True
111439,gate_30,46,True,True
111440,gate_30,13,False,False
111441,gate_30,17,True,False
111442,gate_30,1,True,False
111443,gate_30,26,True,True
111444,gate_30,64,False,False
111445,gate_30,1,False,False
111446,gate_30,98,True,False
111447,gate_30,153,False,False
111448,gate_30,43,False,False
111449,gate_30,190,True,True
111450,gate_30,63,True,True
111451,gate_30,59,True,False
111452,gate_30,0,False,False
111453,gate_30,49,True,False
111454,gate_30,55,True,False
111455,gate_30,11,True,True
111456,gate_30,29,False,False
111457,gate_30,110,True,False
111458,gate_30,20,True,False
111459,gate_30,7,False,False
111460,gate_30,18,False,False
111461,gate_30,7,True,True
111462,gate_30,21,False,False
111463,gate_30,34,False,False
111464,gate_30,93,False,False
111465,gate_30,1,False,False
111466,gate_30,25,True,False
111467,gate_30,146,True,False
111468,gate_30,15,False,False
111469,gate_30,112,True,True
111470,gate_30,42,True,False
111471,gate_30,17,True,True
111472,gate_30,33,False,False
111473,gate_30,152,True,True
111474,gate_30,14,True,True
111475,gate_30,6,False,False
111476,gate_30,44,False,False
111477,gate_30,72,True,True
111478,gate_30,83,True,True
111479,gate_30,79,True,False
111480,gate_30,15,True,False
111481,gate_30,23,True,True
111482,gate_30,171,False,False
111483,gate_30,122,False,False
111484,gate_30,39,False,False
111485,gate_30,0,False,False
111486,gate_30,14,True,True
111487,gate_30,30,False,False
111488,gate_30,74,False,False
111489,gate_30,18,False,False
111490,gate_30,7,False,False
111491,gate_30,21,True,True
111492,gate_30,1,True,True
111493,gate_30,42,True,False
111494,gate_30,183,True,True
111495,gate_30,28,True,False
111496,gate_30,39,False,False
111497,gate_30,168,True,False
111498,gate_30,40,False,False
111499,gate_30,1,False,False
111500,gate_30,10,False,False
111501,gate_30,13,True,True
111502,gate_30,46,True,False
111503,gate_30,7,True,False
111504,gate_30,6,False,False
111505,gate_30,113,True,True
111506,gate_30,129,True,False
111507,gate_30,1,False,False
111508,gate_30,119,False,False
111509,gate_30,50,False,False
111510,gate_30,65,True,True
111511,gate_30,20,True,True
111512,gate_30,26,False,False
111513,gate_30,27,False,False
111514,gate_30,12,True,True
111515,gate_30,46,False,False
111516,gate_30,44,True,False
111517,gate_30,7,True,False
111518,gate_30,86,True,False
111519,gate_30,43,True,True
111520,gate_30,77,True,True
111521,gate_30,9,True,False
111522,gate_30,112,False,False
111523,gate_30,35,False,False
111524,gate_30,91,False,False
111525,gate_30,62,True,False
111526,gate_30,15,True,True
111527,gate_30,8,True,False
111528,gate_30,19,False,False
111529,gate_30,23,False,False
111530,gate_30,27,False,False
111531,gate_30,44,False,False
111532,gate_30,6,False,False
111533,gate_30,128,True,True
111534,gate_30,44,True,False
111535,gate_30,19,False,False
111536,gate_30,6,False,False
111537,gate_30,0,True,False
111538,gate_30,11,True,False
111539,gate_30,10,True,False
111540,gate_30,42,True,True
111541,gate_30,0,False,False
111542,gate_30,0,True,False
111543,gate_30,20,True,True
111544,gate_30,62,True,False
111545,gate_30,10,True,True
111546,gate_30,34,True,False
111547,gate_30,21,False,False
111548,gate_30,4,False,False
111549,gate_30,145,False,False
111550,gate_30,8,False,False
111551,gate_30,9,False,False
111552,gate_30,63,False,False
111553,gate_30,72,False,False
111554,gate_30,4,False,False
111555,gate_30,113,True,True
111556,gate_30,23,False,False
111557,gate_30,23,False,False
111558,gate_30,16,True,False
111559,gate_30,26,False,False
111560,gate_30,39,False,False
111561,gate_30,50,False,False
111562,gate_30,55,False,False
111563,gate_30,61,False,False
111564,gate_30,2,False,False
111565,gate_30,113,False,False
111566,gate_30,27,False,False
111567,gate_30,7,False,False
111568,gate_30,32,False,False
111569,gate_30,54,False,False
111570,gate_30,0,False,False
111571,gate_30,5,True,False
111572,gate_30,9,False,False
111573,gate_30,59,False,False
111574,gate_30,44,True,True
111575,gate_30,15,False,False
111576,gate_30,9,True,False
111577,gate_30,2,False,False
111578,gate_30,105,True,False
111579,gate_30,26,False,False
111580,gate_30,34,False,False
111581,gate_30,124,False,False
111582,gate_30,21,True,False
111583,gate_30,69,True,False
111584,gate_30,139,True,False
111585,gate_30,85,False,False
111586,gate_30,11,False,False
111587,gate_30,44,False,False
111588,gate_30,24,True,True
111589,gate_30,158,False,False
111590,gate_30,7,False,False
111591,gate_30,14,True,True
111592,gate_30,42,False,False
111593,gate_30,26,False,False
111594,gate_30,63,False,False
111595,gate_30,0,False,False
111596,gate_30,2,False,False
111597,gate_30,4,True,False
111598,gate_30,15,True,False
111599,gate_30,30,False,False
111600,gate_30,46,False,False
111601,gate_30,13,False,False
111602,gate_30,26,True,True
111603,gate_30,4,True,True
111604,gate_30,70,True,True
111605,gate_30,39,False,False
111606,gate_30,36,True,False
111607,gate_30,5,True,False
111608,gate_30,52,False,False
111609,gate_30,0,True,True
111610,gate_30,23,False,False
111611,gate_30,66,False,False
111612,gate_30,43,True,False
111613,gate_30,35,True,True
111614,gate_30,206,True,False
111615,gate_30,192,False,False
111616,gate_30,57,True,False
111617,gate_30,1,False,False
111618,gate_30,7,False,False
111619,gate_30,3,False,False
111620,gate_30,7,False,False
111621,gate_30,6,False,False
111622,gate_30,42,False,False
111623,gate_30,41,False,False
111624,gate_30,66,False,False
111625,gate_30,7,True,False
111626,gate_30,13,False,False
111627,gate_30,8,True,True
111628,gate_30,43,True,False
111629,gate_30,95,False,False
111630,gate_30,92,True,True
111631,gate_30,44,True,False
111632,gate_30,98,False,False
111633,gate_30,72,False,False
111634,gate_30,45,False,False
111635,gate_30,36,True,False
111636,gate_30,46,True,False
111637,gate_30,5,True,False
111638,gate_30,39,True,True
111639,gate_30,144,False,False
111640,gate_30,124,False,False
111641,gate_30,127,True,True
111642,gate_30,86,False,False
111643,gate_30,4,False,False
111644,gate_30,96,False,False
111645,gate_30,84,False,False
111646,gate_30,53,True,True
111647,gate_30,4,True,False
111648,gate_30,47,False,False
111649,gate_30,188,False,False
111650,gate_30,121,False,False
111651,gate_30,32,False,False
111652,gate_30,92,False,False
111653,gate_30,31,True,True
111654,gate_30,61,True,False
111655,gate_30,6,True,False
111656,gate_30,81,True,False
111657,gate_30,19,False,False
111658,gate_30,10,False,False
111659,gate_30,42,True,False
111660,gate_30,32,True,True
111661,gate_30,14,True,False
111662,gate_30,27,True,False
111663,gate_30,25,False,False
111664,gate_30,22,True,True
111665,gate_30,4,False,False
111666,gate_30,135,True,True
111667,gate_30,14,False,False
111668,gate_30,3,False,False
111669,gate_30,18,True,True
111670,gate_30,44,False,False
111671,gate_30,195,False,False
111672,gate_30,81,True,False
111673,gate_30,32,False,False
111674,gate_30,31,False,False
111675,gate_30,74,True,False
111676,gate_30,53,False,False
111677,gate_30,64,False,False
111678,gate_30,32,True,False
111679,gate_30,9,False,False
111680,gate_30,72,False,False
111681,gate_30,18,True,True
111682,gate_30,52,True,False
111683,gate_30,11,True,False
111684,gate_30,111,False,False
111685,gate_30,102,False,False
111686,gate_30,50,True,False
111687,gate_30,32,False,False
111688,gate_30,35,False,False
111689,gate_30,48,False,False
111690,gate_30,104,True,False
111691,gate_30,23,True,False
111692,gate_30,6,False,False
111693,gate_30,121,True,False
111694,gate_30,72,True,True
111695,gate_30,99,True,False
111696,gate_30,13,True,True
111697,gate_30,38,True,True
111698,gate_30,58,True,False
111699,gate_30,2,False,False
111700,gate_30,8,True,False
111701,gate_30,128,False,False
111702,gate_30,2,True,True
111703,gate_30,85,False,False
111704,gate_30,16,False,False
111705,gate_30,39,False,False
111706,gate_30,0,False,False
111707,gate_30,18,True,True
111708,gate_30,18,True,True
111709,gate_30,45,False,False
111710,gate_30,28,True,False
111711,gate_30,2,True,False
111712,gate_30,1,True,True
111713,gate_30,2,True,False
111714,gate_30,17,False,False
111715,gate_30,47,True,False
111716,gate_30,28,False,False
111717,gate_30,22,False,False
111718,gate_30,13,True,True
111719,gate_30,27,False,False
111720,gate_30,17,True,False
111721,gate_30,9,False,False
111722,gate_30,25,True,True
111723,gate_30,78,False,False
111724,gate_30,61,True,True
111725,gate_30,7,False,False
111726,gate_30,23,False,False
111727,gate_30,46,False,False
111728,gate_30,133,True,True
111729,gate_30,12,True,True
111730,gate_30,79,False,False
111731,gate_30,13,True,False
111732,gate_30,47,False,False
111733,gate_30,4,False,False
111734,gate_30,164,True,False
111735,gate_30,133,True,False
111736,gate_30,51,False,False
111737,gate_30,3,True,True
111738,gate_30,5,False,False
111739,gate_30,20,True,False
111740,gate_30,32,True,True
111741,gate_30,5,False,False
111742,gate_30,64,False,False
111743,gate_30,72,False,False
111744,gate_30,10,False,False
111745,gate_30,10,True,False
111746,gate_30,19,False,False
111747,gate_30,3,False,False
111748,gate_30,35,True,True
111749,gate_30,104,False,False
111750,gate_30,28,True,True
111751,gate_30,181,False,False
111752,gate_30,0,True,False
111753,gate_30,0,True,True
111754,gate_30,3,True,True
111755,gate_30,16,True,True
111756,gate_30,130,False,False
111757,gate_30,82,True,False
111758,gate_30,12,True,True
111759,gate_30,20,True,True
111760,gate_30,38,False,False
111761,gate_30,69,False,False
111762,gate_30,30,False,False
111763,gate_30,19,False,False
111764,gate_30,8,False,False
111765,gate_30,40,False,False
111766,gate_30,14,True,False
111767,gate_30,82,True,True
111768,gate_30,74,False,False
111769,gate_30,74,True,False
111770,gate_30,49,False,False
111771,gate_30,59,False,False
111772,gate_30,126,True,False
111773,gate_30,34,False,False
111774,gate_30,33,True,False
111775,gate_30,141,False,False
111776,gate_30,211,False,False
111777,gate_30,14,False,False
111778,gate_30,47,True,False
111779,gate_30,81,True,False
111780,gate_30,9,False,False
111781,gate_30,76,True,True
111782,gate_30,9,False,False
111783,gate_30,18,True,True
111784,gate_30,67,True,True
111785,gate_30,14,False,False
111786,gate_30,20,True,False
111787,gate_30,2,False,False
111788,gate_30,11,True,False
111789,gate_30,48,True,True
111790,gate_30,0,True,True
111791,gate_30,2,True,True
111792,gate_30,184,True,False
111793,gate_30,2,False,False
111794,gate_30,18,False,False
111795,gate_30,31,True,True
111796,gate_30,3,True,True
111797,gate_30,95,False,False
111798,gate_30,19,True,True
111799,gate_30,8,False,False
111800,gate_30,36,True,True
111801,gate_30,14,True,False
111802,gate_30,69,False,False
111803,gate_30,20,False,False
111804,gate_30,15,False,False
111805,gate_30,144,True,False
111806,gate_30,65,False,False
111807,gate_30,17,True,False
111808,gate_30,53,True,False
111809,gate_30,6,False,False
111810,gate_30,50,False,False
111811,gate_30,47,False,False
111812,gate_30,66,False,False
111813,gate_30,72,True,True
111814,gate_30,68,False,False
111815,gate_30,30,False,False
111816,gate_30,23,False,False
111817,gate_30,103,False,False
111818,gate_30,151,False,False
111819,gate_30,13,True,True
111820,gate_30,11,True,True
111821,gate_30,162,True,False
111822,gate_30,59,True,True
111823,gate_30,26,True,True
111824,gate_30,1,False,False
111825,gate_30,20,False,False
111826,gate_30,12,True,True
111827,gate_30,78,False,False
111828,gate_30,46,False,False
111829,gate_30,10,True,False
111830,gate_30,246,True,False
111831,gate_30,22,True,False
111832,gate_30,37,False,False
111833,gate_30,42,True,True
111834,gate_30,13,True,False
111835,gate_30,31,True,True
111836,gate_30,14,True,False
111837,gate_30,83,False,False
111838,gate_30,37,True,False
111839,gate_30,115,True,True
111840,gate_30,14,False,False
111841,gate_30,141,False,False
111842,gate_30,13,True,True
111843,gate_30,21,False,False
111844,gate_30,51,False,False
111845,gate_30,94,True,False
111846,gate_30,12,False,False
111847,gate_30,10,True,False
111848,gate_30,13,False,False
111849,gate_30,19,True,True
111850,gate_30,96,False,False
111851,gate_30,8,True,True
111852,gate_30,73,True,True
111853,gate_30,140,False,False
111854,gate_30,1,False,False
111855,gate_30,43,False,False
111856,gate_30,24,False,False
111857,gate_30,65,False,False
111858,gate_30,31,True,False
111859,gate_30,2,True,False
111860,gate_30,13,False,False
111861,gate_30,2,False,False
111862,gate_30,128,True,False
111863,gate_30,26,True,False
111864,gate_30,6,False,False
111865,gate_30,89,True,False
111866,gate_30,20,False,False
111867,gate_30,88,True,False
111868,gate_30,34,False,False
111869,gate_30,4,False,False
111870,gate_30,152,True,True
111871,gate_30,20,False,False
111872,gate_30,101,False,False
111873,gate_30,2,True,False
111874,gate_30,46,False,False
111875,gate_30,176,True,False
111876,gate_30,52,False,False
111877,gate_30,62,False,False
111878,gate_30,16,False,False
111879,gate_30,8,True,True
111880,gate_30,54,False,False
111881,gate_30,60,False,False
111882,gate_30,18,False,False
111883,gate_30,21,True,False
111884,gate_30,18,False,False
111885,gate_30,4,True,True
111886,gate_30,50,True,False
111887,gate_30,24,False,False
111888,gate_30,24,True,True
111889,gate_30,4,True,False
111890,gate_30,20,True,False
111891,gate_30,37,True,False
111892,gate_30,87,False,False
111893,gate_30,147,True,False
111894,gate_30,76,True,True
111895,gate_30,4,False,False
111896,gate_30,4,True,False
111897,gate_30,14,False,False
111898,gate_30,196,False,False
111899,gate_30,189,True,False
111900,gate_30,22,False,False
111901,gate_30,1,True,True
111902,gate_30,65,False,False
111903,gate_30,13,False,False
111904,gate_30,60,False,False
111905,gate_30,49,False,False
111906,gate_30,15,True,False
111907,gate_30,74,True,False
111908,gate_30,3,False,False
111909,gate_30,64,True,True
111910,gate_30,33,False,False
111911,gate_30,21,False,False
111912,gate_30,35,False,False
111913,gate_30,73,False,False
111914,gate_30,23,False,False
111915,gate_30,155,False,False
111916,gate_30,116,False,False
111917,gate_30,25,True,True
111918,gate_30,83,False,False
111919,gate_30,9,True,True
111920,gate_30,37,True,True
111921,gate_30,54,True,False
111922,gate_30,205,False,False
111923,gate_30,27,False,False
111924,gate_30,0,False,False
111925,gate_30,79,True,True
111926,gate_30,6,False,False
111927,gate_30,27,True,False
111928,gate_30,97,True,False
111929,gate_30,4,True,False
111930,gate_30,57,True,False
111931,gate_30,39,True,False
111932,gate_30,23,True,True
111933,gate_30,154,True,False
111934,gate_30,29,False,False
111935,gate_30,19,True,False
111936,gate_30,0,True,False
111937,gate_30,78,True,False
111938,gate_30,31,True,False
111939,gate_30,145,False,False
111940,gate_30,19,False,False
111941,gate_30,17,True,True
111942,gate_30,2,False,False
111943,gate_30,48,True,False
111944,gate_30,56,False,False
111945,gate_30,36,True,True
111946,gate_30,23,True,False
111947,gate_30,54,False,False
111948,gate_30,47,False,False
111949,gate_30,32,True,False
111950,gate_30,4,False,False
111951,gate_30,10,False,False
111952,gate_30,12,False,False
111953,gate_30,173,True,False
111954,gate_30,1,True,True
111955,gate_30,140,False,False
111956,gate_30,2,False,False
111957,gate_30,75,False,False
111958,gate_30,2,True,False
111959,gate_30,2,False,False
111960,gate_30,129,True,False
111961,gate_30,75,False,False
111962,gate_30,28,False,False
111963,gate_30,5,True,False
111964,gate_30,2,False,False
111965,gate_30,12,True,False
111966,gate_30,8,True,False
111967,gate_30,92,True,False
111968,gate_30,38,False,False
111969,gate_30,42,False,False
111970,gate_30,40,False,False
111971,gate_30,12,False,False
111972,gate_30,17,False,False
111973,gate_30,189,True,False
111974,gate_30,25,False,False
111975,gate_30,6,False,False
111976,gate_30,144,True,False
111977,gate_30,42,False,False
111978,gate_30,6,True,True
111979,gate_30,177,True,False
111980,gate_30,33,False,False
111981,gate_30,39,True,False
111982,gate_30,22,False,False
111983,gate_30,38,True,False
111984,gate_30,60,True,True
111985,gate_30,140,False,False
111986,gate_30,139,True,False
111987,gate_30,2,False,False
111988,gate_30,22,False,False
111989,gate_30,1,False,False
111990,gate_30,46,False,False
111991,gate_30,21,True,False
111992,gate_30,26,False,False
111993,gate_30,42,False,False
111994,gate_30,73,False,False
111995,gate_30,24,False,False
111996,gate_30,10,True,True
111997,gate_30,1,True,True
111998,gate_30,33,False,False
111999,gate_30,8,True,False
112000,gate_30,34,True,False
112001,gate_30,90,True,False
112002,gate_30,66,True,True
112003,gate_30,213,False,False
112004,gate_30,6,True,False
112005,gate_30,57,False,False
112006,gate_30,104,False,False
112007,gate_30,30,False,False
112008,gate_30,52,False,False
112009,gate_30,31,True,True
112010,gate_30,22,False,False
112011,gate_30,17,False,False
112012,gate_30,32,False,False
112013,gate_30,13,False,False
112014,gate_30,67,False,False
112015,gate_30,78,False,False
112016,gate_30,166,True,True
112017,gate_30,13,True,False
112018,gate_30,76,False,False
112019,gate_30,48,True,False
112020,gate_30,158,False,False
112021,gate_30,38,False,False
112022,gate_30,47,True,False
112023,gate_30,51,False,False
112024,gate_30,43,True,False
112025,gate_30,5,True,True
112026,gate_30,15,False,False
112027,gate_30,196,False,False
112028,gate_30,48,True,False
112029,gate_30,11,True,False
112030,gate_30,32,False,False
112031,gate_30,4,True,False
112032,gate_30,25,False,False
112033,gate_30,15,True,False
112034,gate_30,1,False,False
112035,gate_30,29,False,False
112036,gate_30,38,True,False
112037,gate_30,66,False,False
112038,gate_30,31,False,False
112039,gate_30,3,False,False
112040,gate_30,42,False,False
112041,gate_30,74,True,True
112042,gate_30,116,False,False
112043,gate_30,4,False,False
112044,gate_30,18,False,False
112045,gate_30,29,False,False
112046,gate_30,22,True,False
112047,gate_30,48,False,False
112048,gate_30,23,False,False
112049,gate_30,26,False,False
112050,gate_30,300,True,True
112051,gate_30,14,True,True
112052,gate_30,72,True,True
112053,gate_30,36,False,False
112054,gate_30,128,False,False
112055,gate_30,55,False,False
112056,gate_30,12,True,False
112057,gate_30,139,True,True
112058,gate_30,0,True,True
112059,gate_30,1,False,False
112060,gate_30,22,False,False
112061,gate_30,93,True,True
112062,gate_30,22,False,False
112063,gate_30,20,False,False
112064,gate_30,81,False,False
112065,gate_30,14,False,False
112066,gate_30,32,False,False
112067,gate_30,33,True,True
112068,gate_30,82,False,False
112069,gate_30,0,True,False
112070,gate_30,11,False,False
112071,gate_30,24,False,False
112072,gate_30,60,False,False
112073,gate_30,34,True,False
112074,gate_30,46,True,False
112075,gate_30,9,True,True
112076,gate_30,27,False,False
112077,gate_30,24,False,False
112078,gate_30,41,False,False
112079,gate_30,58,False,False
112080,gate_30,0,False,False
112081,gate_30,5,False,False
112082,gate_30,15,True,True
112083,gate_30,3,True,False
112084,gate_30,160,True,False
112085,gate_30,161,False,False
112086,gate_30,17,False,False
112087,gate_30,20,False,False
112088,gate_30,55,True,True
112089,gate_30,298,False,False
112090,gate_30,18,False,False
112091,gate_30,254,True,True
112092,gate_30,36,False,False
112093,gate_30,70,False,False
112094,gate_30,1,True,False
112095,gate_30,43,False,False
112096,gate_30,130,False,False
112097,gate_30,96,False,False
112098,gate_30,43,False,False
112099,gate_30,35,False,False
112100,gate_30,51,False,False
112101,gate_30,14,False,False
112102,gate_30,37,False,False
112103,gate_30,7,False,False
112104,gate_30,24,False,False
112105,gate_30,25,True,False
112106,gate_30,0,False,False
112107,gate_30,83,True,True
112108,gate_30,76,True,True
112109,gate_30,14,True,True
112110,gate_30,12,False,False
112111,gate_30,57,True,False
112112,gate_30,1,False,False
112113,gate_30,45,True,True
112114,gate_30,17,False,False
112115,gate_30,19,True,False
112116,gate_30,49,True,True
112117,gate_30,50,True,False
112118,gate_30,13,False,False
112119,gate_30,0,False,False
112120,gate_30,61,True,True
112121,gate_30,65,False,False
112122,gate_30,5,False,False
112123,gate_30,248,False,False
112124,gate_30,43,True,False
112125,gate_30,53,True,False
112126,gate_30,19,False,False
112127,gate_30,16,False,False
112128,gate_30,73,False,False
112129,gate_30,8,True,True
112130,gate_30,50,True,False
112131,gate_30,61,True,False
112132,gate_30,23,True,True
112133,gate_30,38,True,True
112134,gate_30,83,False,False
112135,gate_30,8,True,False
112136,gate_30,21,True,False
112137,gate_30,31,False,False
112138,gate_30,20,False,False
112139,gate_30,26,True,False
112140,gate_30,0,True,False
112141,gate_30,7,True,False
112142,gate_30,1,True,False
112143,gate_30,13,True,False
112144,gate_30,160,True,False
112145,gate_30,2,True,False
112146,gate_30,25,False,False
112147,gate_30,32,True,False
112148,gate_30,99,True,False
112149,gate_30,193,False,False
112150,gate_30,5,False,False
112151,gate_30,23,False,False
112152,gate_30,55,True,False
112153,gate_30,38,False,False
112154,gate_30,69,False,False
112155,gate_30,90,False,False
112156,gate_30,5,True,False
112157,gate_30,37,False,False
112158,gate_30,51,False,False
112159,gate_30,76,True,True
112160,gate_30,36,False,False
112161,gate_30,124,False,False
112162,gate_30,21,False,False
112163,gate_30,27,False,False
112164,gate_30,29,False,False
112165,gate_30,64,False,False
112166,gate_30,83,False,False
112167,gate_30,98,True,False
112168,gate_30,12,False,False
112169,gate_30,7,False,False
112170,gate_30,38,True,False
112171,gate_30,18,False,False
112172,gate_30,16,True,True
112173,gate_30,52,True,True
112174,gate_30,1,False,False
112175,gate_30,42,False,False
112176,gate_30,83,True,True
112177,gate_30,27,False,False
112178,gate_30,20,True,True
112179,gate_30,33,True,False
112180,gate_30,49,True,False
112181,gate_30,91,False,False
112182,gate_30,86,False,False
112183,gate_30,100,False,False
112184,gate_30,17,False,False
112185,gate_30,18,True,True
112186,gate_30,0,False,False
112187,gate_30,9,True,False
112188,gate_30,196,False,False
